"Req_Finish_Fabrics","Fabric_Allowance","Rec_Beam_length.yds.","Shrink_allow","Req_grey_fabric","Req_beam_length.yds.","Total_Pdn.yds.","Rejection","warp_count","weft_count","epi","ppi"
5800,7,7042.784,10,6236.55913978495,6336.42113690253,6094,28,40,40,92,70
5000,7.1,6069.48,10.1,5382.13132400431,5474.39458050633,5174,10,40,40,92,70
5000,7.1,4248.636,10.1,5382.13132400431,5474.39458050633,2642,0,40,40,92,70
19910,6.5,19870.712,14,21294.1176470588,22641.3697103005,13131,25,40,40,110,90
4100,7.1,4412.676,9.1,4413.34768568353,4439.61957850127,3746,105,40,40,120,90
19350,6.5,23277.276,14,20695.1871657754,22004.5456501414,16289,54,40,40,110,90
1700,9.6,2012.224,10,1880.53097345133,1910.64270244181,1708,14,40,40,100,70
1400,11.5,1793.504,12.8,1581.9209039548,1658.86016551974,1484,0,50,50,130,80
9300,7,7398.204,9,10000,10048.4738377935,1370,0,40,40,120,90
2065,6.2,2460.6,8.9,2201.49253731343,2209.73573550115,2171,50,160,40,140,88
2065,6.2,2367.644,8.9,2201.49253731343,2209.73573550115,2058,0,160,40,140,88
3800,8,4560.312,10.1,4130.4347826087,4201.2408148051,3689,76,50,50,140,70
3800,8,1995.82,10.1,4130.4347826087,4201.2408148051,127,0,50,50,140,70
2065,8.3,2509.812,10.1,2251.90839694656,2290.51176604681,1464,0,50,50,140,96
8885,6,2187.2,9,9452.12765957447,9497.94574987185,341,0,160,40,140,88
8885,6,3729.176,9,9452.12765957447,9497.94574987185,586,0,160,40,140,88
800,12,1044.388,14,909.090909090909,966.607948455825,859,13,40,40,110,90
3342,7.2,3313.608,12.6,3601.29310344828,3767.80601536909,535,0,40,40,120,80
3777,7.2,4702.48,12.7,4070.04310344828,4263.1072961924,4067,80,40,40,120,80
16740,7,7031.848,10,18000,18288.2223847842,1618,0,40,40,110,70
16740,7,3040.208,10,18000,18288.2223847842,9,0,40,40,110,70
9136,7,11094.572,10,9823.65591397849,9980.9557770244,4703,20,40,40,110,70
15136,7,6435.836,10,16275.2688172043,16535.8741945098,1413,3,40,40,110,70
15136,7,10225.16,10,16275.2688172043,16535.8741945098,3014,17,40,40,110,70
1100,11.7,1452.3008,15.6,1245.75311438279,1349.68068675177,325,0,40,40,130,80
8450,7,6162.436,15,9086.02150537634,9774.54011077966,633,0,40,40,110,90
8450,6.5,142.168,14,9037.43315508021,9609.22019347261,104,0,40,40,110,90
8450,6.5,158.572,14,9037.43315508021,9609.22019347261,126,0,40,40,110,90
8450,6.5,158.572,14,9037.43315508021,9609.22019347261,119,0,40,40,110,90
8450,6.5,136.7,14,9037.43315508021,9609.22019347261,110,0,40,40,110,90
8450,6.5,147.636,14,9037.43315508021,9609.22019347261,104,0,40,40,110,90
8450,6.5,180.444,14,9037.43315508021,9609.22019347261,127,0,50,50,120,90
1200,10.4,1487.296,13.2,1339.28571428571,1410.89602417176,1259,24,40,40,120,80
750,12.7,44118.0112,13.6,859.106529209622,909.232133009588,36166,542,30,30,110,70
750,6,21168.8152,12,797.872340425532,829.071977066498,18280,621,80,40,110,80
17250,6,21139.288,12,18351.0638297872,19068.6554725295,18235,350,80,40,110,80
100,38,142.168,13,161.290322580645,169.523752176346,92,13,40,40,100,70
1000,16,1301.384,10.1,1190.47619047619,1210.88394411676,1117,0,40,40,100,70
100,37.2,153.104,15.1,159.235668789809,171.503964806706,122,0,40,40,100,70
100,37.2,136.7,15,159.235668789809,171.302195436345,100,0,40,40,100,70
100,37.2,147.636,15,159.235668789809,171.302195436345,113,0,40,40,100,70
750,13.2,967.836,13.2,864.055299539171,910.25549946565,827,0,40,40,100,70
750,15.4,978.772,11,886.524822695035,910.840623993157,826,0,40,40,100,70
1350,11.2,1662.272,10.3,1520.27027027027,1549.77930812033,1437,6,40,40,100,70
450,14,585.076,13,523.255813953488,549.966591362797,489,9,40,40,133,72
41215,7,51045.9672,12.5,44317.2043010753,46313.3078702845,43309,254,40,40,120,80
40085,7,49791.608,12.51,43102.1505376344,45048.6749511204,42510,311,40,40,120,80
2750,7.1,3417.5,12.7,2960.17222820237,3100.58923291106,2883,15,40,40,120,80
15000,7,22123.528,14.55,16129.0322580645,17259.8788055496,18251,0,40,40,110,90
1500,13.4,1897.396,10,1732.10161662818,1759.83664210779,1558,4,30,30,110,70
850,17,1170.152,15.7,1024.09638554217,1110.84830618321,954,8,40,40,130,90
1300,13.4,1727.888,13.6,1501.15473441109,1588.74141301398,1395,9,30,30,110,70
19910,6.5,137810.004,14,21294.1176470588,22641.3697103005,114225,715,40,40,110,90
22300,6.5,179257.444,14,23850.2673796791,25359.243824194,148185,775,40,40,110,90
2700,7.2,3433.904,14.7,2909.48275862069,3118.94886953989,2879,5,40,40,110,90
4200,7.1,6031.204,13.5,4520.99031216362,4779.24140047995,4986,48,30,30,100,70
3600,7.1,4538.44,14.1,3875.1345532831,4125.10608157175,3690,12,40,40,110,90
2500,7.1,3127.696,14,2691.06566200215,2861.3260045786,2588,21,40,40,110,90
250,22,382.76,23,320.51282051282,380.62400900733,290,8,40,40,110,90
300,20,437.44,20.5,375,431.325999641137,368,8,40,40,110,90
2000,8.3,2526.216,13.3,2181.02508178844,2300.2924868823,2096,40,40,40,120,80
3907,8.1,9629.148,12.7,4251.36017410228,4453.02521774327,7951,34,40,40,120,80
850,16.3,1126.408,19.3,1015.53166069295,1150.69819389975,932,16,30,30,82,64
1300,13.4,9579.936,10.3,1501.15473441109,1530.29273226765,8209,31,40,40,100,70
900,16.8,1208.428,12.4,1081.73076923077,1129.16283494041,992,5,50,50,156,84
1200,10.5,2941.784,13,1340.78212290503,1409.22538122013,2525,4,40,40,120,80
1550,10,1968.48,13,1722.22222222222,1810.13695379409,1686,0,40,40,120,80
5944,7,7179.484,10,6391.39784946237,6493.73917892218,6061,7,40,40,110,70
11889,7,14369.904,10,12783.8709677419,12988.5708442473,11865,116,40,40,110,70
5944,7,7195.888,10,6391.39784946237,6493.73917892218,6047,31,40,40,110,70
18329,7,22159.6168,10,19708.6021505376,20024.1832790149,16703,17,40,40,110,70
300,21,1525.572,11,379.746835443038,390.162616657322,1288,25,40,40,100,70
68100,6.5,86257.7,14,72834.2245989305,77442.3544586372,64160,173,40,40,110,90
49500,6.5,62373.476,14,52941.1764705882,56290.6981747804,48613,167,40,40,110,90
10000,7,12122.556,10,10752.688172043,10924.8640291423,10161,14,40,40,110,70
500,22,672.564,21,641.025641025641,741.97591629277,554,20,40,40,130,90
4790,7,6003.864,14,5150.5376344086,5476.40567786424,5007,26,40,40,110,90
2100,8.3,2608.236,12.8,2290.07633587786,2401.45787320333,2205,34,40,40,120,80
5800,7,7042.784,10,6236.55913978495,6336.42113690253,6094,28,40,40,92,70
5000,7.1,6069.48,10.1,5382.13132400431,5474.39458050633,5174,10,40,40,92,70
5000,7.1,4248.636,10.1,5382.13132400431,5474.39458050633,3570,5,40,40,92,70
19910,6.5,19870.712,14,21294.1176470588,22641.3697103005,14399,61,40,40,110,90
4100,7.1,4412.676,9.1,4413.34768568353,4439.61957850127,3935,129,40,40,120,90
19350,6.5,24343.536,14,20695.1871657754,22004.5456501414,18216,111,40,40,110,90
1700,9.6,2351.24,10,1880.53097345133,1910.64270244181,1903,14,40,40,100,70
1400,11.5,1793.504,12.8,1581.9209039548,1658.86016551974,1484,0,50,50,130,80
9300,7,11105.508,9,10000,10048.4738377935,2087,0,40,40,120,90
2065,6.2,2460.6,8.9,2201.49253731343,2209.73573550115,2171,50,160,40,140,88
8885,6,9820.528,9,9452.12765957447,9497.94574987185,3352,7,160,40,140,88
3800,8,4560.312,10.1,4130.4347826087,4201.2408148051,3776,85,50,50,140,70
1700,10.5,1995.82,10,1899.44134078212,1929.85586928201,533,0,50,50,140,70
2065,8.3,2509.812,10.1,2251.90839694656,2290.51176604681,1720,0,50,50,140,96
8885,6,4429.08,9,9452.12765957447,9497.94574987185,904,0,160,40,140,88
800,12,1044.388,14,909.090909090909,966.607948455825,859,13,40,40,110,90
3342,7.2,3313.608,12.6,3601.29310344828,3767.80601536909,918,0,40,40,120,80
3777,7.2,4702.48,12.7,4070.04310344828,4263.1072961924,4067,80,40,40,120,80
16740,7,10203.288,10,18000,18288.2223847842,2462,0,40,40,110,70
10649,7,5992.928,10,11450.5376344086,11633.8877046336,562,0,40,40,110,70
9136,7,11094.572,10,9823.65591397849,9980.9557770244,6371,20,40,40,110,70
15136,7,6435.836,10,16275.2688172043,16535.8741945098,2339,3,40,40,110,70
15136,7,11996.792,10,16275.2688172043,16535.8741945098,4891,33,40,40,110,70
3600,8.2,2230.944,12.1,3921.56862745098,4079.5517153593,128,10,40,40,120,100
1100,11.7,1452.3008,15.6,1245.75311438279,1349.68068675177,716,0,40,40,130,80
8450,7,6162.436,15,9086.02150537634,9774.54011077966,1378,0,40,40,110,90
8450,6.5,142.168,14,9037.43315508021,9609.22019347261,104,0,40,40,110,90
8450,6.5,114.828,14,9037.43315508021,9609.22019347261,80,0,50,50,156,84
8450,6.5,158.572,14,9037.43315508021,9609.22019347261,126,0,40,40,110,90
8450,6.5,158.572,14,9037.43315508021,9609.22019347261,119,0,40,40,110,90
8450,6.5,136.7,14,9037.43315508021,9609.22019347261,110,0,40,40,110,90
8450,6.5,147.636,14,9037.43315508021,9609.22019347261,104,0,40,40,110,90
8450,6.5,180.444,14,9037.43315508021,9609.22019347261,127,0,50,50,120,90
1200,10.4,1487.296,13.2,1339.28571428571,1410.89602417176,1259,24,40,40,120,80
750,12.7,44118.0112,13.6,859.106529209622,909.232133009588,36166,542,30,30,110,70
750,6,21168.8152,12,797.872340425532,829.071977066498,18280,621,80,40,110,80
17250,6,21139.288,12,18351.0638297872,19068.6554725295,18235,350,80,40,110,80
100,38,142.168,13,161.290322580645,169.523752176346,92,13,40,40,100,70
1000,16,1301.384,10.1,1190.47619047619,1210.88394411676,1117,0,40,40,100,70
100,37.2,153.104,15.1,159.235668789809,171.503964806706,122,0,40,40,100,70
100,37.2,136.7,15,159.235668789809,171.302195436345,100,0,40,40,100,70
100,37.2,147.636,15,159.235668789809,171.302195436345,113,0,40,40,100,70
750,13.2,967.836,13.2,864.055299539171,910.25549946565,827,0,40,40,100,70
750,15.4,978.772,11,886.524822695035,910.840623993157,826,0,40,40,100,70
1350,11.2,1662.272,10.3,1520.27027027027,1549.77930812033,1437,6,40,40,100,70
450,14,585.076,13,523.255813953488,549.966591362797,489,9,40,40,133,72
41215,7,51045.9672,12.5,44317.2043010753,46313.3078702845,43309,254,40,40,120,80
40085,7,49791.608,12.51,43102.1505376344,45048.6749511204,42510,311,40,40,120,80
2750,7.1,3417.5,12.7,2960.17222820237,3100.58923291106,2883,15,40,40,120,80
15000,7,22123.528,14.55,16129.0322580645,17259.8788055496,18251,0,40,40,110,90
1500,13.4,1897.396,10,1732.10161662818,1759.83664210779,1558,4,30,30,110,70
850,17,1170.152,15.7,1024.09638554217,1110.84830618321,954,8,40,40,130,90
1300,13.4,1727.888,13.6,1501.15473441109,1588.74141301398,1395,9,30,30,110,70
19910,6.5,137810.004,14,21294.1176470588,22641.3697103005,114225,715,40,40,110,90
22300,6.5,179257.444,14,23850.2673796791,25359.243824194,148185,775,40,40,110,90
2700,7.2,3433.904,14.7,2909.48275862069,3118.94886953989,2879,5,40,40,110,90
4200,7.1,6031.204,13.5,4520.99031216362,4779.24140047995,4986,48,30,30,100,70
3600,7.1,4538.44,14.1,3875.1345532831,4125.10608157175,3690,12,40,40,110,90
2500,7.1,3127.696,14,2691.06566200215,2861.3260045786,2588,21,40,40,110,90
250,22,382.76,23,320.51282051282,380.62400900733,290,8,40,40,110,90
300,20,437.44,20.5,375,431.325999641137,368,8,40,40,110,90
2000,8.3,2526.216,13.3,2181.02508178844,2300.2924868823,2096,40,40,40,120,80
3907,8.1,9629.148,12.7,4251.36017410228,4453.02521774327,7951,34,40,40,120,80
850,16.3,1126.408,19.3,1015.53166069295,1150.69819389975,932,16,30,30,82,64
1300,13.4,9579.936,10.3,1501.15473441109,1530.29273226765,8209,31,40,40,100,70
900,16.8,1208.428,12.4,1081.73076923077,1129.16283494041,992,5,50,50,156,84
1200,10.5,2941.784,13,1340.78212290503,1409.22538122013,2525,4,40,40,120,80
1550,10,1968.48,13,1722.22222222222,1810.13695379409,1686,0,40,40,120,80
5944,7,7179.484,10,6391.39784946237,6493.73917892218,6061,7,40,40,110,70
11889,7,14369.904,10,12783.8709677419,12988.5708442473,11865,116,40,40,110,70
5944,7,7195.888,10,6391.39784946237,6493.73917892218,6047,31,40,40,110,70
18329,7,22159.6168,10,19708.6021505376,20024.1832790149,16703,17,40,40,110,70
300,21,1525.572,11,379.746835443038,390.162616657322,1288,25,40,40,100,70
68100,6.5,86257.7,14,72834.2245989305,77442.3544586372,64160,173,40,40,110,90
49500,6.5,62373.476,14,52941.1764705882,56290.6981747804,48613,167,40,40,110,90
10000,7,12122.556,10,10752.688172043,10924.8640291423,10161,14,40,40,110,70
500,22,672.564,21,641.025641025641,741.97591629277,554,20,40,40,130,90
4790,7,6003.864,14,5150.5376344086,5476.40567786424,5007,26,40,40,110,90
2100,8.3,2608.236,12.8,2290.07633587786,2401.45787320333,2205,34,40,40,120,80
5800,7,7042.784,10,6236.55913978495,6336.42113690253,6094,28,40,40,92,70
5000,7.1,6069.48,10.1,5382.13132400431,5474.39458050633,5174,10,40,40,92,70
5000,7.1,4248.636,10.1,5382.13132400431,5474.39458050633,3570,5,40,40,92,70
19910,6.5,19870.712,14,21294.1176470588,22641.3697103005,14399,61,40,40,110,90
4100,7.1,4412.676,9.1,4413.34768568353,4439.61957850127,3935,129,40,40,120,90
19350,6.5,24343.536,14,20695.1871657754,22004.5456501414,18216,111,40,40,110,90
1700,9.6,2351.24,10,1880.53097345133,1910.64270244181,1903,14,40,40,100,70
1400,11.5,1793.504,12.8,1581.9209039548,1658.86016551974,1484,0,50,50,130,80
9300,7,11105.508,9,10000,10048.4738377935,2087,0,40,40,120,90
2065,6.2,2460.6,8.9,2201.49253731343,2209.73573550115,2171,50,160,40,140,88
8885,6,9820.528,9,9452.12765957447,9497.94574987185,3352,7,160,40,140,88
3800,8,4560.312,10.1,4130.4347826087,4201.2408148051,3776,85,50,50,140,70
1700,10.5,1995.82,10,1899.44134078212,1929.85586928201,533,0,50,50,140,70
2065,8.3,2509.812,10.1,2251.90839694656,2290.51176604681,1720,0,50,50,140,96
8885,6,4429.08,9,9452.12765957447,9497.94574987185,904,0,160,40,140,88
800,12,1044.388,14,909.090909090909,966.607948455825,859,13,40,40,110,90
3342,7.2,3313.608,12.6,3601.29310344828,3767.80601536909,918,0,40,40,120,80
3777,7.2,4702.48,12.7,4070.04310344828,4263.1072961924,4067,80,40,40,120,80
16740,7,10203.288,10,18000,18288.2223847842,2462,0,40,40,110,70
10649,7,5992.928,10,11450.5376344086,11633.8877046336,562,0,40,40,110,70
9136,7,11094.572,10,9823.65591397849,9980.9557770244,6371,20,40,40,110,70
15136,7,6435.836,10,16275.2688172043,16535.8741945098,2339,3,40,40,110,70
15136,7,11996.792,10,16275.2688172043,16535.8741945098,4891,33,40,40,110,70
3600,8.2,2230.944,12.1,3921.56862745098,4079.5517153593,128,10,40,40,120,100
1100,11.7,1452.3008,15.6,1245.75311438279,1349.68068675177,716,0,40,40,130,80
8450,7,6162.436,15,9086.02150537634,9774.54011077966,1378,0,40,40,110,90
8450,6.5,142.168,14,9037.43315508021,9609.22019347261,104,0,40,40,110,90
8450,6.5,114.828,14,9037.43315508021,9609.22019347261,80,0,50,50,156,84
8450,6.5,158.572,14,9037.43315508021,9609.22019347261,126,0,40,40,110,90
8450,6.5,158.572,14,9037.43315508021,9609.22019347261,119,0,40,40,110,90
8450,6.5,136.7,14,9037.43315508021,9609.22019347261,110,0,40,40,110,90
8450,6.5,147.636,14,9037.43315508021,9609.22019347261,104,0,40,40,110,90
8450,6.5,180.444,14,9037.43315508021,9609.22019347261,127,0,50,50,120,90
15000,7,22123.528,14.55,16129.0322580645,17259.8788055496,18251,0,40,40,110,90
1500,13.4,1897.396,10,1732.10161662818,1759.83664210779,1558,4,30,30,110,70
19910,6.5,137810.004,14,21294.1176470588,22641.3697103005,114553,715,40,40,110,90
22300,6.5,179257.444,14,23850.2673796791,25359.243824194,148185,775,40,40,110,90
365,17.5,503.056,15,442.424242424242,475.950172580837,77,27,40,40,100,70
18329,7,22159.6168,10,19708.6021505376,20024.1832790149,16932,17,40,40,110,70
68100,6.5,86257.7,14,72834.2245989305,77442.3544586372,65514,181,40,40,110,90
49500,6.5,62373.476,14,52941.1764705882,56290.6981747804,49732,167,40,40,110,90
2100,8.3,2608.236,12.8,2290.07633587786,2401.45787320333,2205,34,40,40,120,80
2100,7.1,4248.636,10.1,2260.49515608181,2299.24572381266,3633,5,40,40,92,70
19910,6.5,19870.712,14,21294.1176470588,22641.3697103005,14797,61,40,40,110,90
4100,7.1,4412.676,9.1,4413.34768568353,4439.61957850127,3935,137,40,40,120,90
19350,6.5,24343.536,14,20695.1871657754,22004.5456501414,19077,111,40,40,110,90
1700,9.6,2351.24,10,1880.53097345133,1910.64270244181,1987,14,40,40,100,70
1400,11.5,1793.504,12.8,1581.9209039548,1658.86016551974,1484,0,50,50,130,80
9300,7,11105.508,9,10000,10048.4738377935,2558,0,40,40,120,90
8885,6,9820.528,9,9452.12765957447,9497.94574987185,3699,7,160,40,140,88
3800,8,4560.312,10.1,4130.4347826087,4201.2408148051,3776,85,50,50,140,70
1700,10.5,1995.82,10,1899.44134078212,1929.85586928201,724,0,50,50,140,70
2065,8.3,2509.812,10.1,2251.90839694656,2290.51176604681,1850,0,50,50,140,96
8885,6,4429.08,9,9452.12765957447,9497.94574987185,1263,0,160,40,140,88
800,12,1044.388,14,909.090909090909,966.607948455825,859,13,40,40,110,90
3342,7.2,3313.608,12.6,3601.29310344828,3767.80601536909,1108,0,40,40,120,80
3777,7.2,4702.48,12.7,4070.04310344828,4263.1072961924,4067,80,40,40,120,80
16740,7,10203.288,10,18000,18288.2223847842,3043,0,40,40,110,70
10649,7,5992.928,10,11450.5376344086,11633.8877046336,970,0,40,40,110,70
9136,7,11094.572,10,9823.65591397849,9980.9557770244,7134,20,40,40,110,70
15136,7,9607.276,10,16275.2688172043,16535.8741945098,2859,3,40,40,110,70
15136,7,14183.992,10,16275.2688172043,16535.8741945098,6166,37,40,40,110,70
3600,8.2,2230.944,12.1,3921.56862745098,4079.5517153593,289,10,40,40,120,100
1100,11.7,1452.3008,15.6,1245.75311438279,1349.68068675177,898,0,40,40,130,80
8450,7,6162.436,15,9086.02150537634,9774.54011077966,1739,0,40,40,110,90
8450,6.5,142.168,14,9037.43315508021,9609.22019347261,104,0,40,40,110,90
8450,6.5,158.572,14,9037.43315508021,9609.22019347261,119,0,40,40,110,90
8450,6.5,136.7,14,9037.43315508021,9609.22019347261,110,0,40,40,110,90
8450,6.5,180.444,14,9037.43315508021,9609.22019347261,127,0,50,50,120,90
19910,6.5,137810.004,14,21294.1176470588,22641.3697103005,114827,715,40,40,110,90
22300,6.5,179257.444,14,23850.2673796791,25359.243824194,148185,775,40,40,110,90
365,17.5,503.056,15,442.424242424242,475.950172580837,317,31,40,40,100,70
18329,7,22159.6168,10,19708.6021505376,20024.1832790149,17149,17,40,40,110,70
68100,6.5,86257.7,14,72834.2245989305,77442.3544586372,66752,181,40,40,110,90
49500,6.5,62373.476,14,52941.1764705882,56290.6981747804,50542,167,40,40,110,90
2100,8.3,2608.236,12.8,2290.07633587786,2401.45787320333,2205,34,40,40,120,80
2100,7.1,4248.636,10.1,2260.49515608181,2299.24572381266,3633,19,40,40,92,70
19910,6.5,19870.712,14,21294.1176470588,22641.3697103005,15128,76,40,40,110,90
4100,7.1,4412.676,9.1,4413.34768568353,4439.61957850127,3935,137,40,40,120,90
19350,6.5,24343.536,14,20695.1871657754,22004.5456501414,19782,116,40,40,110,90
1700,9.6,2351.24,10,1880.53097345133,1910.64270244181,1987,14,40,40,100,70
1400,11.5,1793.504,12.8,1581.9209039548,1658.86016551974,1484,0,50,50,130,80
9300,7,11105.508,9,10000,10048.4738377935,3051,0,40,40,120,90
8885,6,9820.528,9,9452.12765957447,9497.94574987185,4032,7,160,40,140,88
3800,8,4560.312,10.1,4130.4347826087,4201.2408148051,3776,85,50,50,140,70
1700,10.5,1995.82,10,1899.44134078212,1929.85586928201,920,0,50,50,140,70
2065,8.3,2509.812,10.1,2251.90839694656,2290.51176604681,1985,0,50,50,140,96
8885,6,4429.08,9,9452.12765957447,9497.94574987185,1528,0,160,40,140,88
800,12,1044.388,14,909.090909090909,966.607948455825,859,13,40,40,110,90
3342,7.2,3313.608,12.6,3601.29310344828,3767.80601536909,1312,0,40,40,120,80
3777,7.2,4702.48,12.7,4070.04310344828,4263.1072961924,4067,80,40,40,120,80
16740,7,20330.024,10,18000,18288.2223847842,4095,0,40,40,110,70
10649,7,5992.928,10,11450.5376344086,11633.8877046336,1396,0,40,40,110,70
9136,7,11094.572,10,9823.65591397849,9980.9557770244,7551,20,40,40,110,70
15136,7,12888.076,10,16275.2688172043,16535.8741945098,3608,3,40,40,110,70
15136,7,16272.768,10,16275.2688172043,16535.8741945098,7576,37,40,40,110,70
3600,8.2,2230.944,12.1,3921.56862745098,4079.5517153593,445,10,40,40,120,100
1100,11.7,1452.3008,15.6,1245.75311438279,1349.68068675177,1083,0,40,40,130,80
2150,9,2734,13.3,2362.63736263736,2491.83607280923,117,0,40,40,120,80
8450,7,8524.612,15,9086.02150537634,9774.54011077966,2186,0,40,40,110,90
8450,6.5,142.168,14,9037.43315508021,9609.22019347261,104,0,40,40,110,90
8450,6.5,158.572,14,9037.43315508021,9609.22019347261,119,0,40,40,110,90
8450,6.5,136.7,14,9037.43315508021,9609.22019347261,110,0,40,40,110,90
8450,6.5,180.444,14,9037.43315508021,9609.22019347261,127,0,50,50,120,90
19910,6.5,137810.004,14,21294.1176470588,22641.3697103005,114908,722,40,40,110,90
365,17.5,503.056,15,442.424242424242,475.950172580837,411,31,40,40,100,70
18329,7,23548.4888,10,19708.6021505376,20024.1832790149,17289,17,40,40,110,70
68100,6.5,86257.7,14,72834.2245989305,77442.3544586372,67849,181,40,40,110,90
49500,6.5,62373.476,14,52941.1764705882,56290.6981747804,51106,170,40,40,110,90
2100,8.3,3105.824,12.8,2290.07633587786,2401.45787320333,2320,34,40,40,120,80
2100,7.1,4248.636,10.1,2260.49515608181,2299.24572381266,3633,19,40,40,92,70
19910,6.5,19870.712,14,21294.1176470588,22641.3697103005,15446,76,40,40,110,90
4100,7.1,4412.676,9.1,4413.34768568353,4439.61957850127,3935,137,40,40,120,90
19350,6.5,24343.536,14,20695.1871657754,22004.5456501414,20017,116,40,40,110,90
1700,9.6,2351.24,10,1880.53097345133,1910.64270244181,1987,14,40,40,100,70
1400,11.5,1793.504,12.8,1581.9209039548,1658.86016551974,1484,0,50,50,130,80
9300,7,11105.508,9,10000,10048.4738377935,3514,0,40,40,120,90
8885,6,9820.528,9,9452.12765957447,9497.94574987185,4385,14,160,40,140,88
3800,8,4560.312,10.1,4130.4347826087,4201.2408148051,3776,85,50,50,140,70
1700,10.5,1995.82,10,1899.44134078212,1929.85586928201,1123,0,50,50,140,70
2065,8.3,2509.812,10.1,2251.90839694656,2290.51176604681,2114,0,50,50,140,96
8885,6,4429.08,9,9452.12765957447,9497.94574987185,1835,0,160,40,140,88
800,12,1044.388,14,909.090909090909,966.607948455825,859,13,40,40,110,90
3342,7.2,3313.608,12.6,3601.29310344828,3767.80601536909,1512,0,40,40,120,80
3777,7.2,4702.48,12.7,4070.04310344828,4263.1072961924,4067,80,40,40,120,80
16740,7,20330.024,10,18000,18288.2223847842,5327,10,40,40,110,70
10649,7,11980.388,10,11450.5376344086,11633.8877046336,1899,0,40,40,110,70
9136,7,11094.572,10,9823.65591397849,9980.9557770244,7952,20,40,40,110,70
15136,7,12888.076,10,16275.2688172043,16535.8741945098,4561,3,40,40,110,70
15136,7,16272.768,10,16275.2688172043,16535.8741945098,8942,40,40,40,110,70
3600,8.2,2230.944,12.1,3921.56862745098,4079.5517153593,614,10,40,40,120,100
1100,11.7,1452.3008,15.6,1245.75311438279,1349.68068675177,1178,0,40,40,130,80
1450,10.8,1919.268,15,1625.56053811659,1748.74191888269,68,0,40,40,130,80
2150,9,2734,13.3,2362.63736263736,2491.83607280923,281,0,40,40,120,80
8450,7,10821.172,15,9086.02150537634,9774.54011077966,2872,0,40,40,110,90
8450,6.5,142.168,14,9037.43315508021,9609.22019347261,104,0,40,40,110,90
8450,6.5,109.36,14,9037.43315508021,9609.22019347261,3,0,50,50,156,90
8450,6.5,158.572,14,9037.43315508021,9609.22019347261,119,0,40,40,110,90
8450,6.5,136.7,14,9037.43315508021,9609.22019347261,110,0,40,40,110,90
8450,6.5,180.444,14,9037.43315508021,9609.22019347261,127,0,50,50,120,90
19910,6.5,137810.004,14,21294.1176470588,22641.3697103005,114908,722,40,40,110,90
365,17.5,503.056,15,442.424242424242,475.950172580837,411,31,40,40,100,70
18329,7,23548.4888,10,19708.6021505376,20024.1832790149,17487,20,40,40,110,70
68100,6.5,86257.7,14,72834.2245989305,77442.3544586372,68798,187,40,40,110,90
49500,6.5,62373.476,14,52941.1764705882,56290.6981747804,51422,170,40,40,110,90
361,18,3105.824,17.2,440.243902439024,486.188308656408,2476,34,40,40,120,80
361,7.1,4248.636,10.1,388.589881593111,395.251288712557,3633,19,40,40,92,70
19910,6.5,19870.712,14,21294.1176470588,22641.3697103005,15782,81,40,40,110,90
4100,7.1,4412.676,9.1,4413.34768568353,4439.61957850127,3935,137,40,40,120,90
19350,6.5,24343.536,14,20695.1871657754,22004.5456501414,20032,130,40,40,110,90
1700,9.6,2351.24,10,1880.53097345133,1910.64270244181,1987,14,40,40,100,70
1400,11.5,1793.504,12.8,1581.9209039548,1658.86016551974,1484,0,50,50,130,80
9300,7,11105.508,9,10000,10048.4738377935,3993,0,40,40,120,90
8885,6,9820.528,9,9452.12765957447,9497.94574987185,4736,16,160,40,140,88
3800,8,4560.312,10.1,4130.4347826087,4201.2408148051,3776,85,50,50,140,70
1700,10.5,1995.82,10,1899.44134078212,1929.85586928201,1323,0,50,50,140,70
2065,8.3,2509.812,10.1,2251.90839694656,2290.51176604681,2196,0,50,50,140,96
8885,6,5632.04,9,9452.12765957447,9497.94574987185,2225,3,160,40,140,88
800,12,1044.388,14,909.090909090909,966.607948455825,859,13,40,40,110,90
3342,7.2,3313.608,12.6,3601.29310344828,3767.80601536909,1680,0,40,40,120,80
3777,7.2,4702.48,12.7,4070.04310344828,4263.1072961924,4067,80,40,40,120,80
16740,7,20330.024,10,18000,18288.2223847842,6433,10,40,40,110,70
10649,7,11980.388,10,11450.5376344086,11633.8877046336,2585,0,40,40,110,70
9136,7,11094.572,10,9823.65591397849,9980.9557770244,8357,20,40,40,110,70
15136,7,12888.076,10,16275.2688172043,16535.8741945098,5502,3,40,40,110,70
15136,7,17519.472,10,16275.2688172043,16535.8741945098,10208,40,40,40,110,70
3600,8.2,2230.944,12.1,3921.56862745098,4079.5517153593,790,13,40,40,120,100
1100,11.7,1452.3008,15.6,1245.75311438279,1349.68068675177,1178,0,40,40,130,80
1450,10.8,1919.268,15,1625.56053811659,1748.74191888269,212,0,40,40,130,80
2150,10,2821.488,15.3,2388.88888888889,2579.01601254664,112,0,50,50,130,100
2150,9,2734,13.3,2362.63736263736,2491.83607280923,479,0,40,40,120,80
8450,7,10821.172,15,9086.02150537634,9774.54011077966,3616,4,40,40,110,90
8450,6.5,142.168,14,9037.43315508021,9609.22019347261,104,0,40,40,110,90
8450,6.5,131.232,14,9037.43315508021,9609.22019347261,37,0,50,50,156,90
8450,6.5,109.36,14,9037.43315508021,9609.22019347261,77,0,50,50,156,90
